,ASIN,product_name,item_model_nr,package_dimensions,product_dimensions,best_sellers_rank,ratings,rating_details,batteries,date_first_available,discontinued_by_mfg,seller,seller_link,freq_bought,link_to_all_reviews
2664,B08MDQMJXG,"USB Type C to 3.5mm Headphone and Charger Adapter,2-in-1 USB C to Aux Audio Jack Hi-Res DAC and Fast Charging Dongle Cable Cord Compatible with Pixel 4 3 XL, Galaxy S21 S20 S20+ Plus Note 20 (Black)",,5.75 x 3.82 x 0.35 inches,,,,"[{'info': '4.3 out of 5 stars', 'value': '567 ratings'}]",,"October 22, 2020",,Xumee,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3NZXEE3TWW5S9&isAmazonFulfilled=1,"[{'info': 'Syncwire 3.5mm Nylon Braided Aux Cable (3.3ft/1m,Hi-Fi Sound), Audio Auxiliary Input Adapter Male to…', 'value': '/Syncwire-Braided-Auxiliary-Adapter-Headphones/dp/B01I0SI1SG/ref=pd_bxgy_2/135-2670701-6372223?_encoding=UTF8&pd_rd_i=B01I0SI1SG&pd_rd_r=8af7e94a-09a9-490e-8200-179de03e9b75&pd_rd_w=Ug1l7&pd_rd_wg=GpJwq&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=P3GFGJTYYAWZY7ZFVTS1&psc=1&refRID=P3GFGJTYYAWZY7ZFVTS1'}]",
2665,B08MF79DXG,"1 FT 6.35mm 1/4 Male to 3.5mm Female Headphone Jack Adapter，Akoada TRS Stereo 1/4 Male to 1/8 Female Stereo Jack Audio Adapter for Guitar, Piano,Amplifiers, Home Theater Devices, Mixing Console etc…",,4.06 x 3.66 x 0.43 inches,,,,"[{'info': '4.8 out of 5 stars', 'value': '30 ratings'}]",,"November 2, 2020",,AkoaDa Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2CO0TF3W2CPZD&isAmazonFulfilled=1,"[{'info': 'MillSO 1/4 to 3.5mm Headphone Adapter, TRS 6.35mm Female to 3.5mm Male 1/8 to 1/4 Stereo Audio…', 'value': '/MillSO-Headphone-Adapter-Amplifiers-Headphones/dp/B07SRWZ77L/ref=pd_bxgy_2/132-7175731-6208135?_encoding=UTF8&pd_rd_i=B07SRWZ77L&pd_rd_r=5cca2c33-2730-48c0-aaa4-a7b03b07855e&pd_rd_w=lvM5w&pd_rd_wg=ol9EB&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=ZSS20BP66KY1A1ZE1MMJ&psc=1&refRID=ZSS20BP66KY1A1ZE1MMJ'}]",
2666,B08MFC8884,"[Upgraded] AUKEY True Wireless Earbuds, Bluetooth 5 Headphones, USB-C Quick Charge, IPX5 Waterproof, 25H Playtime, One-Step Pairing, Hi-Fi Stereo Earphones for iPhone and Android",AUKEY-EP-T25(Upgraded),,5.51 x 4.33 x 1.77 ,,,"[{'info': '4.2 out of 5 stars', 'value': '5,345 ratings'}]",1 Lithium Polymer batteries required. (included),"November 2, 2020",No,Key Series US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ABSDBJEJWBVN4&isAmazonFulfilled=1,"[{'info': 'AUKEY True Wireless Earbuds, Bluetooth 5 Headphones in Ear with Charging Case, Hands-Free Headset…', 'value': '/AUKEY-Wireless-Bluetooth-Headphones-Charging/dp/B07X8ZZ2M9/ref=pd_bxgy_2/133-4534805-0261204?_encoding=UTF8&pd_rd_i=B07X8ZZ2M9&pd_rd_r=b3f256d4-21f1-474f-accd-865b4d641cbd&pd_rd_w=c07pa&pd_rd_wg=1CgyH&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YMSHEEW3T9MNCQ14VRCN&psc=1&refRID=YMSHEEW3T9MNCQ14VRCN'}]",https://www.amazon.com/Upgraded-AUKEY-Bluetooth-Headphones-Waterproof/product-reviews/B08MFC8884/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2667,B08MFHG3LD,"[Apple MFi Certified] 2-Pack iPhone 3.5mm Headphone Adapter & Splitter, 2 in 1 Lightning to 3.5mm AUX Audio Earphone + Charger for iPhone 12/12 Pro/11/XS/XR/X/8 7/iPad, Support Calling + Music Control",,6.46 x 4.21 x 0.28 inches,,,,"[{'info': '3.6 out of 5 stars', 'value': '227 ratings'}]",,"November 13, 2020",,EstarDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1MSMS23TRAUWO&isAmazonFulfilled=1,"[{'info': 'Video Conference Lighting, Foxin Zoom Lighting for Computer, Webcam Light, Zoom Light with Clip…', 'value': '/Conference-Lighting-Conferencing-Broadcasting-Streaming/dp/B08FT8LN95/ref=pd_bxgy_2/131-6161983-7235743?_encoding=UTF8&pd_rd_i=B08FT8LN95&pd_rd_r=a2c9edd6-aeb1-4f78-a83a-1b5486ef03b6&pd_rd_w=3cFId&pd_rd_wg=f4peH&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=06HG0HHWWHHADK3RR3B3&psc=1&refRID=06HG0HHWWHHADK3RR3B3'}]",
2668,B08MFHSG85,"Headphone Stand Hanger,Universal Aluminum Metal Headphone Holder for AirPods Max,HyperX Cloud II,Xbox One,Turtle Beach,Sennheiser,Sony,Bose,Beats PC Gaming Headset Display&Wireless Headphone(White)",,8.46 x 3.98 x 0.91 inches,,,,"[{'info': '4.5 out of 5 stars', 'value': '236 ratings'}]",,"November 2, 2020",,Super Bon,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AQP3A5ONNBO4H&isAmazonFulfilled=1,"[{'info': 'Razer DeathAdder Essential Gaming Mouse: 6400 DPI Optical Sensor - 5 Programmable Buttons…', 'value': '/Razer-DeathAdder-Essential-Gaming-Mouse/dp/B07Y693ND1/ref=pd_bxgy_2/144-7368993-6953462?_encoding=UTF8&pd_rd_i=B07Y693ND1&pd_rd_r=4b4e0e2d-9922-4186-a8ed-62517d960a25&pd_rd_w=qAGjd&pd_rd_wg=w6VYy&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=K0GK026HD279JXP9VZ2T&psc=1&refRID=K0GK026HD279JXP9VZ2T'}]",
2669,B08MFMLPQQ,[Apple MFi Certified] 2 Pack Headphone Jack Adapter for iPhone Lightning to 3.5mm Dongle AUX Audio Stereo Connector Compatible with iPhone 11 11 Pro XR XS X 8 7 iPad iPod Support All iOS System,,6.61 x 4.21 x 0.24 inches,,,,"[{'info': '3.7 out of 5 stars', 'value': '114 ratings'}]",,"November 8, 2020",,DINGSHUAIJIE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GQDGM6J5T5ND&isAmazonFulfilled=1,"[{'info': '[Apple MFi Certified] Lightning to HDMI Adapter, iPhone 1080P HDMI Digital AV Adapter Sync Screen…', 'value': '/Certified-Lightning-Adapter-Connector-Projector/dp/B08JCXL329/ref=pd_bxgy_2/131-7454839-0346701?_encoding=UTF8&pd_rd_i=B08JCXL329&pd_rd_r=e730656e-0a83-456d-b07e-de5fb04adf9f&pd_rd_w=C1tn6&pd_rd_wg=biTl4&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=KS3JP9CYY89Q7J5HR7C5&psc=1&refRID=KS3JP9CYY89Q7J5HR7C5'}]",
2670,B08MJPGPKZ,"Tiksounds Bluetooth Headphones, True Wireless Earbuds 150 Hrs Playtime with Charging Case, Deep Bass Bluetooth Earbuds, IPX7 Waterproof, Built-in Mic, LED Display for Running/Gaming/Workout",Q25,,3.23 x 2.05 x 1.34 ,,,"[{'info': '4.4 out of 5 stars', 'value': '748 ratings'}]",3 Lithium ion batteries required.,"November 3, 2020",No,Tiksounds,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ALNLXCPPKDHMR&isAmazonFulfilled=1,"[{'info': 'Wireless Earbuds Sports, in-Ear Bluetooth Headphones Waterproof 100H Playtime TWS Earhooks Headset…', 'value': '/Wireless-Bluetooth-Headphones-Waterproof-Cancelling/dp/B08K91F1M4/ref=pd_bxgy_2/133-6503628-5939933?_encoding=UTF8&pd_rd_i=B08K91F1M4&pd_rd_r=7fd179da-e74c-4da9-a800-ce88303a77ee&pd_rd_w=mXkSj&pd_rd_wg=1QDRi&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=H9GR6GGPNTWDPBG6MCXN&psc=1&refRID=H9GR6GGPNTWDPBG6MCXN'}]",https://www.amazon.com/Tiksounds-Bluetooth-Headphones-Wireless-Waterproof/product-reviews/B08MJPGPKZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2671,B08MKJQWXX,[Apple MFi Certified] 2 Pack Headphone Adapter for iPhone to 3.5mm Jack Dongle Adapter 2 in 1 Dual Ports Charge +Aux Audio Compatible with iPhone 11/XS/XR/X 8 7/iPad/iPod Support All iOS,,6.5 x 4.5 x 0.24 inches,,,,"[{'info': '3.6 out of 5 stars', 'value': '85 ratings'}]",,"November 10, 2020",,Weimocs,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3MOB3I3YPXUS3&isAmazonFulfilled=1,"[{'info': 'True Wireless Earbuds Bluetooth 5.0 with Charging Case,Mini HD Stereo Sound Noise Cancelling in-Ear…', 'value': '/Wireless-Bluetooth-Cancelling-Headphones-Waterproof/dp/B08JC9KCTC/ref=pd_bxgy_2/140-7607595-7022011?_encoding=UTF8&pd_rd_i=B08JC9KCTC&pd_rd_r=bf2db511-68f8-4d88-accb-75552e007b03&pd_rd_w=gWDtF&pd_rd_wg=RivEj&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=FPCKXASX52BE31B4KAQ4&psc=1&refRID=FPCKXASX52BE31B4KAQ4'}]",
2672,B08MKWLMTG,"Soulion 2.4G Wireless Gaming Headset, 25H Playtime, 3D Virtual Surround Sound Headphones with Detachable Noise Cancelling Microphone for PC, NS and PS4",G1,,8.8 x 4.3 x 8.9 ,,,"[{'info': '4.1 out of 5 stars', 'value': '227 ratings'}]",1 Lithium Polymer batteries required. (included),"November 18, 2020",,NHTon,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A22HC2YCGVTJQ2&isAmazonFulfilled=1,"[{'info': 'Playstation DualSense Wireless Controller', 'value': '/DualSense-Wireless-Controller-PlayStation-5/dp/B08FC6C75Y/ref=pd_bxgy_2/134-2620154-7521515?_encoding=UTF8&pd_rd_i=B08FC6C75Y&pd_rd_r=dfdafa0b-e957-4467-a064-8b6757223358&pd_rd_w=2YdO0&pd_rd_wg=Q3Y7g&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=YFEFCEE0PFND9C45W0QM&psc=1&refRID=YFEFCEE0PFND9C45W0QM'}]",
2673,B08ML44WHV,"Hubble MaskFone - Face Protection with Wireless Headphones & Mic, 4 Layer Filter System, Volume Control - 12H Battery Life, IPX5 Waterproof - Alexa Compatible - Size M/L",MASKFONE-M/L,8.03 x 4.41 x 1.89 inches,,,,"[{'info': '4.2 out of 5 stars', 'value': '100 ratings'}]",4 Lithium ion batteries required. (included),"November 3, 2020",,Hubble Baby,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJX8VSOKXK3WC&isAmazonFulfilled=1,"[{'info': 'MaskFone - PM2.5 Replacement Filters (30-Pack)', 'value': '/MaskFone-PM2-5-Replacement-Filters-30-Pack/dp/B08WHJL724/ref=pd_bxgy_2/130-0902698-6196231?_encoding=UTF8&pd_rd_i=B08WHJL724&pd_rd_r=58182dfc-c44b-443f-8ab2-983503f3afec&pd_rd_w=VDEbF&pd_rd_wg=Cfjir&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YAFMR32CG8QCQ5T383CP&psc=1&refRID=YAFMR32CG8QCQ5T383CP'}]",
2674,B08ML67DTL,"[2 Pack] Lightning to 3.5 mm Headphone Jack Adapter for iPhone, Apple MFi Certified iPhone 12 Aux AudioDongle Cable Earphones Converter Compatible with iPhone 12/12 Pro/11/XS/XR/X/8/7 Support All iOS",,6.93 x 3.86 x 0.35 inches,,,,"[{'info': '3.8 out of 5 stars', 'value': '54 ratings'}]",,"November 3, 2020",,Woodford Design,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3P8WXAU48UR54&isAmazonFulfilled=1,"[{'info': 'Uggkin Kids Protective Gear Set Knee Pads Elbow Pads Wrist Guards 3 in 1 Safety Pads Set for Kids…', 'value': '/Uggkin-Protective-Cycling-Rollerblading-Skateboard/dp/B086JL6M8G/ref=pd_bxgy_2/145-4130815-7893837?_encoding=UTF8&pd_rd_i=B086JL6M8G&pd_rd_r=f812ca18-0c70-4ef5-950a-69e3dad96b67&pd_rd_w=pgikl&pd_rd_wg=jzlQO&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=88VKYXVNC63PKTJA7WJV&psc=1&refRID=88VKYXVNC63PKTJA7WJV'}]",
2675,B08MLG3815,"Sleep Headphones Bluetooth Headband,Soft Noise-Canceling Sleeping Wireless Music Sport Headbands with Ultra-Thin Stereo Speakers, Long Time Play Sleep Earbuds for Sleeping, Workout, Running, Yoga,Gift",,3.58 x 2.99 x 1.93 inches,,,,"[{'info': '3.9 out of 5 stars', 'value': '143 ratings'}]",1 Lithium ion batteries required. (included),"November 3, 2020",No,JH2017,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2H7U86LQFDB1W&isAmazonFulfilled=1,"[{'info': 'KITESSENSU Cocktail Shaker Set Bartender Kit with Stand | Bar Kit Drink Mixer Set for Drink Mixing…', 'value': '/KITESSENSU-Cocktail-Shaker-Bartender-Mixing/dp/B08BYJ2HNT/ref=pd_bxgy_2/139-4684475-5451754?_encoding=UTF8&pd_rd_i=B08BYJ2HNT&pd_rd_r=eca1f079-83ff-4081-830a-6cfadb17d11e&pd_rd_w=tHh5K&pd_rd_wg=jeyoK&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=C8EG0RS50W0K8G5YCNR0&psc=1&refRID=C8EG0RS50W0K8G5YCNR0'}]",
2676,B08MLGFMLC,"[Apple MFi Certified] iPhone Headphone Adapter, 2 in 1 Lightning to 3.5mm AUX Audio + Charger Splitter Dongle Compatible with iPhone 12/12 Pro/11/XS/XR/X 8/7/iPad Accessory Connector Earphone Adaptor",,7.64 x 3.23 x 0.35 inches,,,,"[{'info': '4.0 out of 5 stars', 'value': '476 ratings'}]",,"November 3, 2020",,McGee Accessories,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3BZM5HJ34P12C&isAmazonFulfilled=1,"[{'info': 'Video Projector, 1080P and 160"" Display Supported, Dser Portable Mini Projector with 60,000Hrs LED…', 'value': '/Projector-Supported-Dser-Portable-Compatible/dp/B08DKNFW9Q/ref=pd_bxgy_2/140-7257400-2103001?_encoding=UTF8&pd_rd_i=B08DKNFW9Q&pd_rd_r=69cdb984-8a61-44e6-9da9-b8d027abacf7&pd_rd_w=T7xyZ&pd_rd_wg=JJwN1&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=C540V116B1YN376PQDB3&psc=1&refRID=C540V116B1YN376PQDB3'}]",
2677,B08MPVJ9GT,[Apple MFi Certified] Headphones Adapter for iPhone 2 in 1 Lightning to 3.5mm Aux Audio and Charger Port Splitter Dongle Compatible with iPhone 7 7Plus 8 8Plus 11 X XR XS Support All iOS System,,6.5 x 4.25 x 0.28 inches,,,,"[{'info': '3.7 out of 5 stars', 'value': '21 ratings'}]",,"November 26, 2020",,DINGSHUAIJIE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GQDGM6J5T5ND&isAmazonFulfilled=1,"[{'info': 'Starcast 3 Inch Gel Infused Memory Foam Mattress Topper Queen Size, High Density Cooling Ventilated…', 'value': '/Starcast-Infused-Mattress-Ventilated-Toppers-Ultra/dp/B085ZLJJ5F/ref=pd_bxgy_2/135-5656221-2341507?_encoding=UTF8&pd_rd_i=B085ZLJJ5F&pd_rd_r=0de78861-ee57-4947-abba-ee8c1004eff3&pd_rd_w=Ycqjr&pd_rd_wg=tvQVS&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=660N3XGTXJREPNFR30TN&psc=1&refRID=660N3XGTXJREPNFR30TN'}]",
2678,B08MPYF3VH,[Apple MFi Certified] 2PACK iPhone Lightning to 3.5mm Headphones/Earphones Jack Adapter Aux Audio Dongle Cable Connector Accessories Compatible with iPhone 12/12 Pro/11/XS/XR/X/8/7 Plus - Black,,6.57 x 4.21 x 0.39 inches,,,,"[{'info': '3.5 out of 5 stars', 'value': '9 ratings'}]",,"November 24, 2020",,aixiong,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2RXT4S5T1ZIE3&isAmazonFulfilled=1,"[{'info': 'HDMI Cable for N64, Support 16:9/4:3 Conversion, N64 to HDMI Converter, Composite with N64/GameCube…', 'value': '/HDMI-Cable-N64-Support-Conversion/dp/B081L9BQNJ/ref=pd_bxgy_2/140-7442047-3246602?_encoding=UTF8&pd_rd_i=B081L9BQNJ&pd_rd_r=835e4356-5d33-4c69-b616-ebe825fe4ced&pd_rd_w=ymO7E&pd_rd_wg=RrLTG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=AFBABZ0D08EZD19WDX6K&psc=1&refRID=AFBABZ0D08EZD19WDX6K'}]",
2679,B08MQ948J8,Replacement Ear Pads Earmuffs Ultra-Soft Memory Foam Cushion for Beats Studio 2 3 Wired Wireless Headphone Accessories Hot (1 Pair Rose Gold),,,3.94 x 3.15 x 0.98 ,,,"[{'info': '4.6 out of 5 stars', 'value': '16 ratings'}]",,"October 29, 2020",,Beyonday,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A320SC75LMQRHW&isAmazonFulfilled=1,"[{'info': 'Beats Studio Replacement Ear Pads by Link Dream - Replacement Ear Cushions Memory Foam Earpads…', 'value': '/Beats-Studio-Replacement-Link-Dream/dp/B07MFTC8SQ/ref=pd_day0fbt_2/145-1639507-2023443?_encoding=UTF8&pd_rd_i=B07MFTC8SQ&pd_rd_r=8a604524-c7bb-4119-8afa-b7b50f078607&pd_rd_w=Wd7JG&pd_rd_wg=ygy8C&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=8BHYABG0ZVH96TG72HBD&psc=1&refRID=8BHYABG0ZVH96TG72HBD'}]",
2680,B08MT12CGZ,【2021 Upgraded】 True Wireless Earbuds Bluetooth5.0 Headphones-1.5H Chargingtime/200H Standbytime HD Stereo Sound Headset Built-in Mic TWS Sport in-Ear Earphones for Work(10Year Free-Return,22,,6.26 x 3.11 x 0.39 ,,,"[{'info': '4.1 out of 5 stars', 'value': '878 ratings'}]",2 Lithium ion batteries required. (included),"June 16, 2020",,yyki,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AGC5SR34JHNY9&isAmazonFulfilled=1,"[{'info': 'Bluetooth Headphones, Spidoc 5.0 Auto Pairing Deep Bass HiFi Stereo Sound True Wireless Earbuds in…', 'value': '/Bluetooth-Headphones-Spidoc-Wireless-Earphones/dp/B083QFMD67/ref=pd_bxgy_2/132-1646154-5153361?_encoding=UTF8&pd_rd_i=B083QFMD67&pd_rd_r=22b6bb6e-221f-423e-9a09-8b41f14b083f&pd_rd_w=pW61c&pd_rd_wg=Q5qSE&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=89C7VQFZ0G43ETG43ECS&psc=1&refRID=89C7VQFZ0G43ETG43ECS'}]",https://www.amazon.com/Bluetooth5-0-Headphones-1-5H-Chargingtime-Standbytime-Free-Return/product-reviews/B08MT12CGZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2681,B08MT32NF6,"Bluetooth Earbuds, Bluetooth 5.0 Hi-Fi Stereo 35H Cyclic Playtime Sweatproof Built-in Mic for iPhone Android",,3.74 x 3.58 x 1.5 inches,,,,"[{'info': '4.6 out of 5 stars', 'value': '40 ratings'}]",1 Lithium Polymer batteries required. (included),"November 5, 2020",,MX_ELECTRIC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AN5TTAVCCLT71&isAmazonFulfilled=1,"[{'info': 'Bike Light, 800 Lumens USB Rechargeable Smart Sensor Headlight Waterproof Runtime 12+ Hrs, Super…', 'value': '/Rechargeable-Headlight-Waterproof-Bicycles-Mountain/dp/B08V8NKGNT/ref=pd_bxgy_2/142-9348664-2009963?_encoding=UTF8&pd_rd_i=B08V8NKGNT&pd_rd_r=5cbf9860-5de1-455d-a7ce-74fcb3b698ed&pd_rd_w=s2XOj&pd_rd_wg=lYIIe&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=HEM29GK4597ESCM7CT43&psc=1&refRID=HEM29GK4597ESCM7CT43'}]",
2682,B08MT5SPMJ,"Letsfit T20 Wireless Earbuds, Bluetooth Running Headphones with Rich Bass Stereo, 30 Hrs Playtime, Touch Control, Waterproof Sports Earbuds with Mic & Drop-Safe Fit Design for Workout Fitness",T20,,4 x 3.1 x 1.7 ,,,"[{'info': '4.6 out of 5 stars', 'value': '639 ratings'}]",1 Lithium Polymer batteries required. (included),"November 5, 2020",,ZHWY,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP7ZCPRBBY481&isAmazonFulfilled=1,"[{'info': 'Letsfit Smart Watch for Android Phones Compatible with iPhone Samsung, Fitness Tracker with Blood…', 'value': '/Letsfit-Android-Compatible-Saturation-Waterproof/dp/B08R9P1D3H/ref=pd_bxgy_2/147-9623169-5506510?_encoding=UTF8&pd_rd_i=B08R9P1D3H&pd_rd_r=99c30626-6249-421b-a4ab-f0c29a200a3d&pd_rd_w=p1Cus&pd_rd_wg=q73Ad&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5VX4KB2S2VHJ94P8070R&psc=1&refRID=5VX4KB2S2VHJ94P8070R'}]",https://www.amazon.com/Letsfit-T20-Bluetooth-Headphones-Waterproof/product-reviews/B08MT5SPMJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2683,B08MT98RLZ,"2 Pack Apple MFi Certified Lightning to 3.5mm Headphone Jack Adapter, Earphone Audio Jack Stereo Aux Connector Compatible with iPhone 12 /11Pro, SE/XR/XS/X/8/7, iPad, Support All iOS + Music Control",,6.54 x 4.21 x 0.35 inches,,,,"[{'info': '3.4 out of 5 stars', 'value': '27 ratings'}]",,"November 18, 2020",,MAZIORT®,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3OVLSPOEYX3AB&isAmazonFulfilled=1,"[{'info': '[Apple MFi Certified] 2-Pack iPhone 3.5mm Headphone Adapter & Splitter, 2 in 1 Lightning to 3.5mm…', 'value': '/Certified-Headphone-Splitter-Lightning-Earphone/dp/B08MFHG3LD/ref=pd_bxgy_2/139-6907349-0196409?_encoding=UTF8&pd_rd_i=B08MFHG3LD&pd_rd_r=f68b2c52-08cd-4d15-a578-564fe65b48b5&pd_rd_w=UMebg&pd_rd_wg=hqejw&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=DR931PMT5V2EHED7PW1Z&psc=1&refRID=DR931PMT5V2EHED7PW1Z'}]",
2684,B08MW48XB5,[Apple MFi Certified] 3 Pack Lightning to 3.5 mm Headphone Adapter for iPhone Dongle Aux Headphones Jack Adapter Cable Connector Compatible with iPhone 11 Xs XR X 8 7 iPad iPod All iOS Systems,,6.5 x 4.25 x 0.35 inches,,,,"[{'info': '3.5 out of 5 stars', 'value': '34 ratings'}]",,"November 26, 2020",,DINGSHUAIJIE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GQDGM6J5T5ND&isAmazonFulfilled=1,"[{'info': 'Magiccos Food Processor, 14 Cup Digital Food Chopper, With 7 Chopping Kneading Shredding Slicing and…', 'value': '/Magiccos-Processor-Versatile-Chopper-Variable/dp/B08JSNB9G5/ref=pd_bxgy_2/139-0042753-2829322?_encoding=UTF8&pd_rd_i=B08JSNB9G5&pd_rd_r=bf7a8a49-680a-46d8-a222-c37df0f3f2ee&pd_rd_w=3yJtq&pd_rd_wg=eeAzE&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=8E4ZHZB83PADKH6SZMQX&psc=1&refRID=8E4ZHZB83PADKH6SZMQX'}]",
2685,B08MW8SHWK,"Bluetooth Headphones V5.0 IPX5 Waterproof Wireless Headphones with Charging Case Wireless Sport Earbuds,7-8Hrs Workingtime TWS Portable for Work/Running/Travel/Gym",,4.69 x 3.66 x 1.73 inches,,,,"[{'info': None, 'value': None}]",,"November 6, 2020",,Cheerlink US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3AR4CG9DFJTKJ&isAmazonFulfilled=1,"[{'info': 'Wireless Earbuds with Immersive Sound True 5.0 Bluetooth in-Ear Headphones with 2000mAh Charging…', 'value': '/5-0-Bluetooth-Headphones-Case-Easy-Pairing-Microphones-IPX7-Sweatproof/dp/B0876538NH/ref=pd_day0fbt_2/144-9837708-4773807?_encoding=UTF8&pd_rd_i=B0876538NH&pd_rd_r=a4edeba8-60a1-4204-9bfb-19a870549ca4&pd_rd_w=ZPPYr&pd_rd_wg=SpEUc&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=59MMSQAYWVW7E0NEZBNF&psc=1&refRID=59MMSQAYWVW7E0NEZBNF'}]",
2686,B08MWBGWYQ,"QearFun Donut Earbuds for Kids, Cute Earbud & in-Ear Headphones Wired Gift for School Girls and Boys with Microphone and Lovely Earphones Storage Case",,5.91 x 3.23 x 1.38 inches,,,,"[{'info': '3.7 out of 5 stars', 'value': '193 ratings'}]",,"November 6, 2020",,TCJJ,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A23KG3GQQGT4YQ&isAmazonFulfilled=1,"[{'info': 'QearFun Stereo 3.5mm in Ear Cat Earphones Earbuds with Microphone with Earphone Storage Case for…', 'value': '/QearFun-Earphones-Microphone-Earphone-Smartphone/dp/B0714D1GFN/ref=pd_bxgy_2/139-8348119-6034025?_encoding=UTF8&pd_rd_i=B0714D1GFN&pd_rd_r=3d493519-561d-4f49-8e9a-6bc55e4c91ea&pd_rd_w=thJFf&pd_rd_wg=KML9P&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=SSEAA8HA12SEN3VAF9VC&psc=1&refRID=SSEAA8HA12SEN3VAF9VC'}]",
