title,url,rating,review_count,price,prod_type
"EVICIV 7"" Touchscreen-Monitor für Raspberry Pi - 1024X600 HD-Spielemonitor mit integrierten Dual-Lautsprechern für Raspberry Pi 4 3 2 Zero B + Modell B Xbox PS4 iOS Windows 7/8/10",https://www.amazon.de/Touch-Screen-Display-Modul-Monitor-eingebauter-Lautsprecher-Raspberry/dp/B07L6WT77H/ref=sr_1_77?dchild=1&keywords=Monitor&qid=1617015155&sr=8-77,4.4,870.0,"79,99 €",monitor
geeekpi 5 Inch Capacitive Touch Screen 800 X 480 HDMI Monitor TFT LCD Display for Raspberry Pi 3/2 Model B/B +/Pi Zero & BeagleBone Black & PC,https://www.amazon.de/geeekpi-Capacitive-Monitor-Raspberry-BeagleBone/dp/B0749K932T/ref=sr_1_78?dchild=1&keywords=Monitor&qid=1617015155&sr=8-78,3.9,23.0,"45,99 €",monitor
"ASUS TUF Gaming VG27AQ1A 68,47cm (27 Zoll) HDR Monitor (WQHD, IPS, 170Hz, G-Sync compatible, HDR10, HDMI, DisplayPort, 1ms Reaktionszeit) schwarz",https://www.amazon.de/ASUS-VG27AQ1A-compatible-DisplayPort-Reaktionszeit/dp/B08J4D98JB/ref=sr_1_79?dchild=1&keywords=Monitor&qid=1617015155&sr=8-79,4.3,77.0,"373,00 €",monitor
"7-Zoll-Touchscreen-Monitor-Display mit Propellerständer, HD 1024x600 Treiberfrei Plug & Play Capacitive Touch 7 Zoll Bildschirm für Raspberry Pi 4, Computer, TV-Box, DVR, Spielgerät",https://www.amazon.de/7-Zoll-Touchscreen-Monitor-Display-Propellerst%C3%A4nder-Treiberfrei-Capacitive-Bildschirm/dp/B087GFY4KL/ref=sr_1_80?dchild=1&keywords=Monitor&qid=1617015155&sr=8-80,4.3,165.0,"64,99 €",monitor
"Mobile Pixels Trio Tragbarer Monitor für Laptops, 31,8 cm (12,5 Zoll), Full HD IPS-Bildschirm, USB C/USB A Dual oder Triple Displays, Windows/OS/Android/Nintendo Switch",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A02130472KR74X539FOID&url=%2FTragbarer-Monitor-IPS-Bildschirm-Displays-Nintendo%2Fdp%2FB08C4LQ857%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015155%26sr%3D8-81-spons%26psc%3D1%26smid%3DA11BPZIRZ15GB0&qualifier=1617015155&id=6315545571646641&widgetName=sp_mtf,4.1,678.0,"279,99 €",monitor
"Dell 27 Curved Gaming Monitor – S2721HGF 1920 x 1080 at 144 Hz,1ms (MPRT),HDMI 1.4 x 2 DP1.2 x 1 Headphone Out",https://www.amazon.de/Dell-S2721HGF-Gaming-PC-Bildschirm-gebogen-FreeSync/dp/B08FRJBSHQ/ref=sr_1_82?dchild=1&keywords=Monitor&qid=1617015155&sr=8-82,4.6,189.0,"229,99 €",monitor
espresso Displays Portable Monitor (Display 15),https://www.amazon.de/espresso-Displays-Superd%C3%BCnner-tragbarer-Touchscreen-Monitor/dp/B087B1M9L6/ref=sr_1_83?dchild=1&keywords=Monitor&qid=1617015155&sr=8-83,3.7,7.0,"299,00 €",monitor
"Dell P2719H, 27 Zoll, Full HD 1920x1080, 60 Hz, IPS entspiegelt, 16:9, 5 ms (extrem), höhenverstellbar/neigbar/drehbar, VESA, DisplayPort, HDMI, VGA, 3 Jahre Austauschservice, schwarz/silber",https://www.amazon.de/Dell-P2719H-Monitor/dp/B07FKH79XM/ref=sr_1_84?dchild=1&keywords=Monitor&qid=1617015155&sr=8-84,4.7,1.168,"209,00 €",monitor
"19 Zoll PC Monitor, Prechen Monitor 1440 * 900 mit HDMI- und VGA-Schnittstellen, 60 Hz, Helligkeit 250 cd/m², 5 ms Reaktionszeit, Eingebaute Lautsprecher PC Bildschirm, Schwarz",https://www.amazon.de/Prechen-Reaktionszeit-Lautsprecher-VGA-Schnittstellen-Gaming-Bildschirm/dp/B0822G21YZ/ref=sr_1_85?dchild=1&keywords=Monitor&qid=1617015155&sr=8-85,3.8,180.0,"89,99 €",monitor
"HUANUO Monitor Halterung mit Laptop Arm, Volleinstellbar für 13 bis 27 Zoll LCD LED Bildschirm & max. 15.6 Zoll Notebook, 2 Montageoptionen",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A0462542UCX41GOS5YK3&url=%2FHUANUO-Halterung-Volleinstellbar-Bildschirm-Montageoptionen-Schwarz%2Fdp%2FB07DWM9WNM%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015155%26sr%3D8-86-spons%26psc%3D1%26smid%3DA2F7OKQRG33SQI&qualifier=1617015155&id=6315545571646641&widgetName=sp_btf,4.7,3.663,"54,99 €",monitor
"HUANUO Monitor Halterung mit Laptop Arm, Volleinstellbar für 13 bis 27 Zoll LCD LED Bildschirm & max. 15.6 Zoll Notebook, 2 Montageoptionen",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0462542UCX41GOS5YK3&url=%2FHUANUO-Halterung-Volleinstellbar-Bildschirm-Montageoptionen-Schwarz%2Fdp%2FB07DWM9WNM%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015156%26sr%3D8-81-spons%26psc%3D1%26smid%3DA2F7OKQRG33SQI&qualifier=1617015156&id=4808031793543837&widgetName=sp_atf_next,4.7,3.663,"54,99 €",monitor
"V7 PS27.0W9A2- 2E 27"" Blickschutzfilter (16:9, 58,19 x 36,34 cm / 22,91 x 14,31 Zoll, matt/glossy, Reinigungstuch, Befestigungslaschen)",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A04405022E9KS6KODIUF&url=%2FV7-PS27-0W9A2-Blickschutzfilter-Reinigungstuch-Befestigungslaschen%2Fdp%2FB078YDG157%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015156%26sr%3D8-82-spons%26psc%3D1&qualifier=1617015156&id=4808031793543837&widgetName=sp_atf_next,3.9,129.0,"78,99 €",monitor
"LG 32UN880-B 80,01 cm (31,5 Zoll) UltraFine Ergo 4K IPS Monitor (ergonomischer Standfuß, HDR10, Gaming Features, AMD Radeon FreeSync), schwarz",https://www.amazon.de/LG-Electronics-Ultrafine-ergonomischer-32UN880-B-AEU/dp/B08FBH1V9R/ref=sr_1_83?dchild=1&keywords=Monitor&qid=1617015156&sr=8-83,4.1,69.0,"775,98 €",monitor
"ASUS TUF Gaming VG249Q 69,5 cm (23,8 Zoll) Monitor (Full HD, 144Hz, 1ms Reaktionszeit, FreeSync, HDMI, DisplayPort) schwarz",https://www.amazon.de/ASUS-VG249Q-Reaktionszeit-FreeSync-DisplayPort/dp/B082NRKT4K/ref=sr_1_84?dchild=1&keywords=Monitor&qid=1617015156&sr=8-84,4.5,353.0,"204,00 €",monitor
"Tragbarer Raspberry Pi Monitor mit Touch Screen, ELECROW 7-Zoll HDMI Touchscreen Display mit Zwei Integrierten Lautsprechern und Einstellbarer Hintergrundbeleuchtung, für Raspberry Pi 4B 3B + /PC",https://www.amazon.de/ELECROW-Integrierten-Lautsprechern-Einstellbarer-Hintergrundbeleuchtung/dp/B081YV5YH6/ref=sr_1_85?dchild=1&keywords=Monitor&qid=1617015156&sr=8-85,3.9,36.0,"81,99 €",monitor
"Viewsonic ColorPro VP2768-4K 68,6 cm (27 Zoll) Fotografen Monitor mit Kalibrierfunktion (4K, IPS mit Delta E<2, 100% sRGB, USB 3.0, HDMI 2.0, DP, Höhenverstellbar, 5 Jahre Austauschservice) Schwarz",https://www.amazon.de/Viewsonic-VP2768-4K-Fotografen-Monitor-Kalibrierfunktion/dp/B07FDMGBQ1/ref=sr_1_86?dchild=1&keywords=Monitor&qid=1617015156&sr=8-86,4.6,1.043,"615,00 €",monitor
"HUAWEI FullHD Monitor 'AD80' mit 60,45 cm (23,8 Zoll) Diagonale, HDMI, VGA, Schwarz + HUAWEI AX3 3000 Mbit/s Dual Band WLAN Router",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A06549932M6TA56G11CV3&url=%2FHUAWEI-FullHD-Monitor-Diagonale-Schwarz%2Fdp%2FB08WSCN3MY%2Fref%3Dsr_1_87_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015156%26sr%3D8-87-spons%26psc%3D1&qualifier=1617015156&id=4808031793543837&widgetName=sp_mtf,,,159.00,monitor
"Acer KG241Q 23.6Zoll Full HD TN+Film Schwarz Computerbildschirm - Computerbildschirme (59,9 cm (23.6 Zoll), 300 cd/m², 1920 x 1080 Pixel, 1 ms, LED, Full HD)",https://www.amazon.de/Acer-KG241Q-23-6Zoll-Schwarz-Computerbildschirm/dp/B071W5THV4/ref=sr_1_88?dchild=1&keywords=Monitor&qid=1617015156&sr=8-88,4.5,890.0,"125,23 €",monitor
"LC-Power LC-M27-FHD-165-C Gaming Monitor 27"" curved Full HD Display 16:9, 4ms,VA, 2*HDMI, DP, 165Hz schwarz",https://www.amazon.de/LC-Power-LC-M27-FHD-165-C-Gaming-Monitor-Display/dp/B08G1Z6TKX/ref=sr_1_89?dchild=1&keywords=Monitor&qid=1617015156&sr=8-89,4.5,835.0,"209,00 €",monitor
"Raspberry Pi Display, Elecrow 10,1 Zoll Portable Monitor 1920X1080p Auflösung HDMI VGA Monitor IPS Gaming Bildschirm Kompatibel mit Raspberry Pi 4 / 3B + / 3B, Game Consoles, Windows 7/8/10",https://www.amazon.de/Raspberry-1920X1080p-Aufl%C3%B6sung-Bildschirm-Kompatibel/dp/B085ZBP7YD/ref=sr_1_90?dchild=1&keywords=Monitor&qid=1617015156&sr=8-90,4.7,8.0,"129,99 €",monitor
"WIMAXIT 15,6 Zoll Tragbarer Monitor, USB-C Gaming Monitor Typ-C mit Mini-HDMI und Lautsprecher, Full HD 1920 x 1080, 16: 9-HDR-Monitor, Laptop-PC, Mac-Telefon, Xbox PS4, einschließlich Smart Cover",https://www.amazon.de/WIMAXIT-Tragbarer-Monitor-Mini-HDMI-Lautsprecher/dp/B083DJSYWS/ref=sr_1_91?dchild=1&keywords=Monitor&qid=1617015156&sr=8-91,4.2,251.0,"179,99 €",monitor
"Philips 242E1GAEZ - 24 Zoll FHD Gaming Monitor, 144 Hz, 1ms, FreeSync Premium (1920x1080, HDMI, DisplayPort) schwarz",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A01983761L54K32A6Q5F7&url=%2FPhilips-242E1GAEZ-FreeSync-1920x1080-DisplayPort%2Fdp%2FB08KW8182D%2Fref%3Dsr_1_92_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015156%26sr%3D8-92-spons%26psc%3D1&qualifier=1617015156&id=4808031793543837&widgetName=sp_mtf,4.1,331.0,"179,00 €",monitor
Lenovo D27-20 27inch Hdmi Monitor,https://www.amazon.de/Lenovo-D27-20-27inch-Hdmi-Monitor/dp/B07XWMN69B/ref=sr_1_93?dchild=1&keywords=Monitor&qid=1617015156&sr=8-93,3.9,10.0,"154,24 €",monitor
"ASUS VG248QE 61 cm (24 Zoll) Gaming Monitor (Full HD, DVI, HDMI, DisplayPort, 1ms Reaktionszeit) schwarz",https://www.amazon.de/VG248QE-Monitor-DisplayPort-Reaktionszeit-schwarz/dp/B00B19T7QC/ref=sr_1_94?dchild=1&keywords=Monitor&qid=1617015156&sr=8-94,4.5,3.04,"166,00 €",monitor
"Philips 242V8LA - 24 Zoll FHD Monitor, AdaptiveSync (1920x1080, 75 Hz, VGA, HDMI, DisplayPort) schwarz",https://www.amazon.de/Philips-242V8LA-AdaptiveSync-1920x1080-DisplayPort/dp/B08MQN73LW/ref=sr_1_95?dchild=1&keywords=Monitor&qid=1617015156&sr=8-95,4.0,8.0,"144,18 €",monitor
"BenQ BL2581T 63,50 cm (25 Zoll) Monitor (WUXGA, Slim Bezel, IPS-Panel, höhenverstellbar) schwarz",https://www.amazon.de/BenQ-BL2581T-Monitor-25Zoll-1920x1200/dp/B07NXDGQTR/ref=sr_1_96?dchild=1&keywords=Monitor&qid=1617015156&sr=8-96,4.7,579.0,"203,90 €",monitor
"19 Zoll PC Monitor, Prechen Monitor 1440 * 900 mit HDMI- und VGA-Schnittstellen, 60 Hz, Helligkeit 250 cd/m², 5 ms Reaktionszeit, Eingebaute Lautsprecher PC Bildschirm, Schwarz",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A080316418WPFI1U6F8DR&url=%2FPrechen-Reaktionszeit-Lautsprecher-VGA-Schnittstellen-Gaming-Bildschirm%2Fdp%2FB0822G21YZ%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015156%26sr%3D8-97-spons%26psc%3D1&qualifier=1617015156&id=4808031793543837&widgetName=sp_mtf,3.8,180.0,"89,99 €",monitor
HKC MR17S 17 inch HD-Ready Monitor EU-UK,https://www.amazon.de/Monitor-Zoll-1600x900p-HDMI-UK/dp/B0847TLTS4/ref=sr_1_98?dchild=1&keywords=Monitor&qid=1617015156&sr=8-98,4.3,1.127,"99,99 €",monitor
"Dell Alienware 25 Monitor - AW2521HFA - 63.5cm(25"") Black",https://www.amazon.de/Dell-Alienware-25-Monitor-AW2521HFA/dp/B08NFCG6TX/ref=sr_1_99?dchild=1&keywords=Monitor&qid=1617015156&sr=8-99,4.3,30.0,"379,99 €",monitor
"Lexibook x Mobile Pixels - Trio Max 14"" Tragbarer Bildschirm für Laptops - Full HD IPS 1080P USB A & C - PC- und Mac-kompatibel - Dual-Monitor-Display mit Rotationsarbeit von zu Hause aus - TRIOMAX",https://www.amazon.de/Lexibook-Mobile-Pixels-Dual-Monitor-Display-Rotationsarbeit/dp/B0892BT8TW/ref=sr_1_100?dchild=1&keywords=Monitor&qid=1617015156&sr=8-100,2.6,22.0,"349,99 €",monitor
"Acer ED0 Serie (ED320QRP) 80cm (31,5 Zoll) VA Curved 1800R ZeroFrame Monitor (2xHDMI, DP, FHD 1920x1080, 5ms, 165Hz, 300 Nits, AMD FreeSync)",https://www.amazon.de/Acer-ED320QRPbiipx-ZeroFrame-FreeSync-EcoDisplay/dp/B084BJL48K/ref=sr_1_101?dchild=1&keywords=Monitor&qid=1617015156&sr=8-101,4.5,314.0,"266,96 €",monitor
"CHUWI CoreBox Windows 10 Mini PC, Intel Core i5 Mini Desktop PC, 8GB DDR3 256GB SSD, erweiterbar 2TB 2,5 Zoll HDD, 2,4 GHz / 5 GHz Dual WiFi/Gigabit Ethernet / 4K Decodierung /BT4.2",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A02051832YEHN0BKJIZVW&url=%2FCHUWI-i5-5257U-Prozesser-Computer-Graphics%2Fdp%2FB08BYFN5BC%2Fref%3Dsr_1_102_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015156%26sr%3D8-102-spons%26psc%3D1&qualifier=1617015156&id=4808031793543837&widgetName=sp_btf,4.2,408.0,"299,00 €",monitor
"Z-Edge Tragbarer Monitor USB Typ-C Portable Monitor 15,6 Zoll IPS Bildschirm 1920x1080 Full HD Gaming Monitor mit Mini-HDMI Typ-C Für Laptop PC Mac Smartphone Xbox PS4 Switch usw, inkl. Schutzhülle",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A00605591PCBVCFX8MJP5&url=%2FZ-Edge-Tragbarer-Bildschirm-Smartphone-Schutzh%25C3%25BClle%2Fdp%2FB08CKSGLHK%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015157%26smid%3DA31VKF274A20Z0%26sr%3D8-97-spons%26psc%3D1&qualifier=1617015158&id=5456086665755204&widgetName=sp_atf_next,4.4,98.0,"143,99 €",monitor
"V7 PS27.0W9A2- 2E 27"" Blickschutzfilter (16:9, 58,19 x 36,34 cm / 22,91 x 14,31 Zoll, matt/glossy, Reinigungstuch, Befestigungslaschen)",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A01714543DZJEYQAD3YQK&url=%2FV7-PS27-0W9A2-Blickschutzfilter-Reinigungstuch-Befestigungslaschen%2Fdp%2FB078YDG157%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015157%26sr%3D8-98-spons%26psc%3D1&qualifier=1617015158&id=5456086665755204&widgetName=sp_atf_next,3.9,129.0,"78,99 €",monitor
"Acer ED0 Serie (ED320QRP) 80cm (31,5 Zoll) VA Curved 1800R ZeroFrame Monitor (2xHDMI, DP, FHD 1920x1080, 5ms, 165Hz, 300 Nits, AMD FreeSync)",https://www.amazon.de/Acer-ED320QRPbiipx-ZeroFrame-FreeSync-EcoDisplay/dp/B084BJL48K/ref=sr_1_99?dchild=1&keywords=Monitor&qid=1617015157&sr=8-99,4.5,314.0,"266,96 €",monitor
"Samsung U28E590D Monitor (HDMI, 28 Zoll, 71,12cm, 1ms Reaktionszeit, 60Hz Aktualisierungsrate, 3840 x 2160 Pixel) schwarz/silber",https://www.amazon.de/Samsung-U28E590D-Monitor-Reaktionszeit-Aktualisierungsrate/dp/B00WUACE4S/ref=sr_1_100?dchild=1&keywords=Monitor&qid=1617015157&sr=8-100,4.5,6.371,"268,08 €",monitor
"BenQ ZOWIE XL2540K 24,5 Zoll 240 Hz Gaming-Monitor, kleinerer Standfuß, flexible Höhenverstellung, XL Setting to Share, S-Switch, Shield",https://www.amazon.de/BenQ-XL2540K-Gaming-Monitor-kleinerer-H%C3%B6henverstellung/dp/B08M671TZX/ref=sr_1_101?dchild=1&keywords=Monitor&qid=1617015157&sr=8-101,4.7,6.255,"330,58 €",monitor
"Portable Monitor - 15,8 Zoll Tragbarer Monitor IPS Bildschirm 1920×1080 Full HD mit USB-C/Typ-C/Mini-HDMI für Laptop, PC, MacBook Pro, Xbox, PS4, phone mit Typ-C Vollfunktion, mit Schutzhülle",https://www.amazon.de/Portable-Monitor-Bildschirm-Vollfunktion-Schutzh%C3%BClle/dp/B08KFY3XMD/ref=sr_1_102?dchild=1&keywords=Monitor&qid=1617015157&sr=8-102,4.6,1.826,"199,98 €",monitor
"HUAWEI FullHD Monitor 'AD80' mit 60,45 cm (23,8 Zoll) Diagonale, HDMI, VGA, Schwarz + HUAWEI AX3 3000 Mbit/s Dual Band WLAN Router",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A06549932M6TA56G11CV3&url=%2FHUAWEI-FullHD-Monitor-Diagonale-Schwarz%2Fdp%2FB08WSCN3MY%2Fref%3Dsr_1_103_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015157%26sr%3D8-103-spons%26psc%3D1&qualifier=1617015158&id=5456086665755204&widgetName=sp_mtf,,,159.00,monitor
"AOC 24B1H - 24 Zoll FHD Monitor (1920x1080, 60 Hz, VGA, HDMI) schwarz",https://www.amazon.de/AOC-24B1H-Zoll-Monitor-schwarz/dp/B07C4B1ZXC/ref=sr_1_104?dchild=1&keywords=Monitor&qid=1617015157&sr=8-104,4.6,982.0,"113,17 €",monitor
"Samsung C24RG54FQU 59,8 cm (24 Zoll) Curved Gaming Monitor (FullHD)",https://www.amazon.de/Samsung-C24RG54FQU-Curved-Gaming-Monitor/dp/B07PZF21DQ/ref=sr_1_105?dchild=1&keywords=Monitor&qid=1617015157&sr=8-105,4.7,194.0,"181,33 €",monitor
"Mobile Pixels Trio Max Tragbarer Monitor, 35,6 cm (14 Zoll), Full HD, IPS, Dual- oder Dreifach-Monitore für Laptops",https://www.amazon.de/Mobile-Tragbarer-Monitor-Dreifach-Monitore-Laptops/dp/B08C4BXY41/ref=sr_1_106?dchild=1&keywords=Monitor&qid=1617015157&sr=8-106,4.1,678.0,"299,99 €",monitor
"Philips 273V7QDAB - 27 Zoll FHD Monitor (1920x1080, 75 Hz, VGA, DVI, HDMI) schwarz",https://www.amazon.de/Philips-273V7QDAB-Monitor-Reaktionszeit-schwarz/dp/B06ZZV3QHL/ref=sr_1_107?dchild=1&keywords=Monitor&qid=1617015157&sr=8-107,4.6,4.277,"145,99 €",monitor
"HUAWEI MateBook D16 Laptop, 16,1 Zoll FullView 1080p FullHD Display, 512GB PCIe SSD+16GB RAM + Eye Comfort FullHD Monitor 'AD80' mit 60,45 cm (23,8 Zoll) Diagonale",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A0883438F5E84CEN70J1&url=%2FHUAWEI-MateBook-FullView-Display-Diagonale%2Fdp%2FB08XKWZYCX%2Fref%3Dsr_1_108_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015157%26sr%3D8-108-spons%26psc%3D1&qualifier=1617015158&id=5456086665755204&widgetName=sp_mtf,4.7,451.0,899.00,monitor
"ASUS ProArt PA248QV 61,21 cm (24,1 Zoll) Professional Monitor (für Bildbearbeitung, WUXGA, 100% sRGB, 75Hz, HDMI, DisplayPort, USB 3.0, ergonomisch)",https://www.amazon.de/ASUS-PA248QV-Professional-Bildbearbeitung-DisplayPort/dp/B0886QYWRG/ref=sr_1_109?dchild=1&keywords=Monitor&qid=1617015157&sr=8-109,4.6,356.0,"232,00 €",monitor
"Iiyama G2770HSU-B1-27, IPS, 1920x1080/165Hz Gaming Monitor, 1H1DP, Black",https://www.amazon.de/Iiyama-G2770HSU-B1-27-1920x1080-Gaming-Monitor/dp/B08ND564NM/ref=sr_1_110?dchild=1&keywords=Monitor&qid=1617015157&sr=8-110,4.5,27.0,"219,00 €",monitor
"ASUS 54,6cm 21,5inch VS228NE LED 1920x1080 0,672916666666667 200cd/m 5ms 16,7Mio. schwarz Projekt AMA (P)",https://www.amazon.de/ASUS-VS228NE-1920x1080-672916666666667-schwarz/dp/B07D2JVWSN/ref=sr_1_111?dchild=1&keywords=Monitor&qid=1617015157&sr=8-111,4.0,17.0,"119,95 €",monitor
"ASUS VP28UQGL 71,1 cm (28 Zoll) Monitor (HDMI, FreeSync, DisplayPort, 1ms Reaktionszeit, 4K UHD) schwarz",https://www.amazon.de/ASUS-VP28UQGL-FreeSync-DisplayPort-Reaktionszeit/dp/B07TZSSYWL/ref=sr_1_112?dchild=1&keywords=Monitor&qid=1617015157&sr=8-112,4.6,2.448,"306,83 €",monitor
"Mobile Pixels Trio Tragbarer Monitor für Laptops, 31,8 cm (12,5 Zoll), Full HD IPS-Bildschirm, USB C/USB A Dual oder Triple Displays, Windows/OS/Android/Nintendo Switch",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A02130472KR74X539FOID&url=%2FTragbarer-Monitor-IPS-Bildschirm-Displays-Nintendo%2Fdp%2FB08C4LQ857%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015157%26sr%3D8-113-spons%26psc%3D1%26smid%3DA11BPZIRZ15GB0&qualifier=1617015158&id=5456086665755204&widgetName=sp_mtf,4.1,678.0,"279,99 €",monitor
"ASUS TUF Gaming VG24VQ 60 cm (23,6 Zoll) Curved Monitor (Full HD, 144Hz, 1ms Reaktionszeit, FreeSync, Shadow Boost, HDMI, DisplayPort)",https://www.amazon.de/ASUS-VG24VQ-Reaktionszeit-FreeSync-DisplayPort/dp/B083S8N6VZ/ref=sr_1_114?dchild=1&keywords=Monitor&qid=1617015157&sr=8-114,4.7,349.0,"214,12 €",monitor
"Lenovo Legion Y25-25 62,23 cm (24,5 Zoll, 1920x1080, Full HD, 240Hz, WideView, entspiegelt) Monitor (HDMI, DisplayPort, 1ms Reaktionszeit, AMD Radeon FreeSync) schwarz",https://www.amazon.de/Lenovo-1920x1080-entspiegelt-DisplayPort-Reaktionszeit/dp/B089G42JJ8/ref=sr_1_115?dchild=1&keywords=Monitor&qid=1617015157&sr=8-115,4.3,177.0,"269,00 €",monitor
"Acer Nitro VG252QXbmiipx G-SYNC kompatibel, 24,5 Zoll IPS Full HD Display, 240 Hz, 1 ms, 16:9, HDMI 2.0, DP 1.2a, Lum 400cd/m2, ZeroFrame, integrierte Lautsprecher, HDMI-Kabel, DP inkl.",https://www.amazon.de/Acer-VG252QXbmiipx-Compatible-Display-1920x1080/dp/B085813QG4/ref=sr_1_116?dchild=1&keywords=Monitor&qid=1617015157&sr=8-116,4.5,43.0,"362,59 €",monitor
"Thinlerain 24 Zoll Gaming Monitor 144HZ 1920 x 1080P HDMI/DisplayPort / 144 Hz und 165 Hz / 2 ms/VESA/USB, schwarz",https://www.amazon.de/Thinlerain-Gaming-Monitor-DisplayPort-schwarz/dp/B08QMF217V/ref=sr_1_117?dchild=1&keywords=Monitor&qid=1617015157&sr=8-117,4.2,33.0,"179,99 €",monitor
"HUANUO Monitor Halterung mit Laptop Arm, Volleinstellbar für 13 bis 27 Zoll LCD LED Bildschirm & max. 15.6 Zoll Notebook, 2 Montageoptionen",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A0462542UCX41GOS5YK3&url=%2FHUANUO-Halterung-Volleinstellbar-Bildschirm-Montageoptionen-Schwarz%2Fdp%2FB07DWM9WNM%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015157%26sr%3D8-118-spons%26psc%3D1%26smid%3DA2F7OKQRG33SQI&qualifier=1617015158&id=5456086665755204&widgetName=sp_btf,4.7,3.663,"54,99 €",monitor
"HUANUO Monitor Halterung mit Laptop Arm, Volleinstellbar für 13 bis 27 Zoll LCD LED Bildschirm & max. 15.6 Zoll Notebook, 2 Montageoptionen",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A0462542UCX41GOS5YK3&url=%2FHUANUO-Halterung-Volleinstellbar-Bildschirm-Montageoptionen-Schwarz%2Fdp%2FB07DWM9WNM%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015159%26sr%3D8-113-spons%26psc%3D1%26smid%3DA2F7OKQRG33SQI&qualifier=1617015159&id=4434863003459745&widgetName=sp_atf_next,4.7,3.663,"54,99 €",monitor
"V7 PS27.0W9A2- 2E 27"" Blickschutzfilter (16:9, 58,19 x 36,34 cm / 22,91 x 14,31 Zoll, matt/glossy, Reinigungstuch, Befestigungslaschen)",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A04405022E9KS6KODIUF&url=%2FV7-PS27-0W9A2-Blickschutzfilter-Reinigungstuch-Befestigungslaschen%2Fdp%2FB078YDG157%2Fref%3Dsr_1_114_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617015159%26sr%3D8-114-spons%26psc%3D1&qualifier=1617015159&id=4434863003459745&widgetName=sp_atf_next,3.9,129.0,"78,99 €",monitor
